Title,Author,Rating,Language,Rating Count,Release Date,Genre,Rating Count Scaled,Rating Count Weighted
Today I Feel Silly  Other Moods That Make My Day,Jamie Lee Curtis/Laura Cornell,4.16,en-US,4171,2007,"Childrens,Picture Books;Childrens;Psychology,Emotion;Fiction;Poetry;Family;Realistic Fiction;Humor;Childrens,Storytime;Contemporary",0.000885468528347391,0.885468528347391
When I Feel Angry,Nancy Cote/Cornelia Maude Spelman,3.98,eng,113,2000,"Childrens,Picture Books;Psychology,Emotion;Childrens;Parenting;Social Science,Social Work;Health;Nonfiction;Psychology;Education;Psychology,Counselling",2.82758311680572E-06,0.00282758311680572
The White Masai,Corinne Hofmann/Peter Millar,3.45,eng,4504,2006,"Nonfiction;Cultural,Africa;Biography;Autobiography,Memoir;Travel;Eastern Africa,Kenya;Biography Memoir;Biography,Autobiography;European Literature,German Literature;Romance",0.000957898157416337,0.957898157416337
The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,eng,5097,2006,"Fiction;Childrens;Classics;Fantasy;Animals;Novels;Childrens,Middle Grade;Contemporary;Academic,School;European Literature,Spanish Literature",0.0010868794488214,1.0868794488214
The Burgess Bird Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.31,eng,1253,2003,"Environment,Nature;Science;Childrens;Animals,Birds;Animals;Academic,School;Nonfiction;Childrens,Chapter Books;Classics;Education",0.000250784871821307,0.250784871821307
The Burgess Animal Book for Children,Thornton W. Burgess/Louis Agassiz Fuertes,4.26,eng,478,2004,"Science;Environment,Nature;Childrens;Animals;Classics;Academic,School;Short Stories;Reference;Science Nature;Science,Natural History",8.22174167809663E-05,0.0822174167809663
The Adventures of Jimmy Skunk,Thornton W. Burgess/Thea Kliros/Harrison Cady,4.14,eng,275,1994,"Animals;Childrens;Fiction;Classics;Environment,Nature;Childrens,Juvenile;Fantasy;Audiobook;Academic,Read For School;Animals,Animal Fiction",3.8063618880077E-05,0.038063618880077
The Wanting Seed,Anthony Burgess,3.71,en-US,5423,1996,"Fiction;Science Fiction;Science Fiction,Dystopia;Classics;Literature;European Literature,British Literature;Novels;Speculative Fiction;Literature,20th Century;Fantasy",0.00115778653313514,1.15778653313514
A Clockwork Orange,Anthony Burgess/Blake Morrison,3.99,eng,5366,2000,"Classics;Fiction;Science Fiction;Science Fiction,Dystopia;Literature;Horror;Novels;Classics,Modern Classics;Mystery,Crime;European Literature,British Literature",0.00114538866869992,1.14538866869992
A Clockwork Orange,Anthony Burgess,3.99,eng,1422,1998,"Classics;Fiction;Science Fiction;Science Fiction,Dystopia;Literature;Horror;Novels;Classics,Modern Classics;Mystery,Crime;European Literature,British Literature",0.000287543452339782,0.287543452339782
One Hand Clapping,Anthony Burgess,3.82,eng,1008,1999,"Fiction;Classics;Novels;European Literature,British Literature;Literature;Literary Fiction;Literature,English Literature;Literature,20th Century;Classics,Modern Classics;Humor",0.000197495805389199,0.197495805389199
The Doctor is Sick,Anthony Burgess,3.62,eng,966,1997,"Fiction;Classics;European Literature,British Literature;Novels;Literature,20th Century;Humor;Literature;Literary Fiction;Modern;Classics,Modern Classics",0.000188360536857981,0.188360536857981
Earthly Powers,Anthony Burgess,4.16,eng,2116,2004,"Fiction;Classics;Literature;Novels;Religion;Historical,Historical Fiction;European Literature,British Literature;Literature,20th Century;Literary Fiction;Classics,Modern Classics",0.000438492889498487,0.438492889498487
Past Mortem,Ben Elton,3.75,eng,4422,2005,"Fiction;Mystery,Crime;Humor;Mystery;Humor,Comedy;Thriller;Contemporary;Mystery,Detective;Mystery,Murder Mystery;Novels",0.000940062633141101,0.940062633141101
This Other Eden,Ben Elton,3.72,eng,2292,2003,"Fiction;Humor;Humor,Comedy;Science Fiction;Contemporary;Science Fiction,Dystopia;Environment;Modern;Novels;Futuristic",0.000476774014772164,0.476774014772164
Saint-Exupéry,Stacy Schiff/Antoine de Saint-Exupéry,4.02,eng,208,2006,"Biography;Nonfiction;History;Aviation;Biography Memoir;Literature;Cultural,France;Writing,Books About Books",2.34906905088475E-05,0.0234906905088475
Le Petit Prince,Antoine de Saint-Exupéry,4.31,fre,366,2004,"Classics;Fiction;Fantasy;Childrens;Cultural,France;Philosophy;Young Adult;Literature;Childrens,Middle Grade;European Literature,French Literature",5.7856700697717E-05,0.057856700697717
Macbeth,William Shakespeare,3.9,eng,592315,2013,"Classics;Plays;Fiction;Academic,School;Drama;Academic,Read For School;Literature;Plays,Theatre;Poetry;Young Adult,High School",0.128810548886085,128.810548886085
Macbeth,William Shakespeare/Alan Durband,3.9,eng,296,1985,"Classics;Plays;Fiction;Academic,School;Drama;Academic,Read For School;Literature;Plays,Theatre;Poetry;Young Adult,High School",4.26312531456862E-05,0.0426312531456862
Death of a Scriptwriter (Hamish Macbeth  #14),M.C. Beaton,3.79,eng,3280,1999,"Mystery;Fiction;Mystery,Cozy Mystery;Mystery,Crime;Cultural,Scotland;Audiobook;Thriller,Mystery Thriller;European Literature,British Literature;Mystery,Detective;Mystery,Murder Mystery",0.000691670331649399,0.691670331649399
Death of a Poison Pen (Hamish Macbeth  #19),M.C. Beaton,3.83,en-US,3318,2005,"Mystery;Fiction;Mystery,Cozy Mystery;Cultural,Scotland;Mystery,Crime;Audiobook;Mystery,Detective;European Literature,British Literature;Humor;Thriller,Mystery Thriller",0.000699935574606216,0.699935574606216
Death of an Outsider (Hamish Macbeth  #3),M.C. Beaton,3.83,eng,5757,2005,"Mystery;Fiction;Mystery,Cozy Mystery;Mystery,Crime;Cultural,Scotland;Audiobook;Thriller,Mystery Thriller;European Literature,British Literature;Mystery,Murder Mystery;Humor",0.00123043366859769,1.23043366859769
Death of an Addict (Hamish Macbeth  #15),M.C. Beaton,3.8,eng,3015,2001,"Mystery;Fiction;Mystery,Cozy Mystery;Mystery,Crime;Cultural,Scotland;Audiobook;European Literature,British Literature;Mystery,Detective;Thriller,Mystery Thriller;Humor",0.000634031137345282,0.634031137345282
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,eng,2330,2006,"History;Nonfiction;Biography;Plays,Theatre;Criticism,Literary Criticism;European Literature,British Literature;Literature;Drama;Historical;Biography Memoir",0.000485039257728981,0.485039257728981
Who Was William Shakespeare?,Celeste Davidson Mannis/John   O'Brien,4.05,eng,755,2006,"Biography;Nonfiction;History;Childrens;Childrens,Middle Grade;Biography Memoir;Historical;Childrens,Chapter Books;Childrens,2nd Grade;Childrens,Picture Books",0.000142466687808288,0.142466687808288
Battle for the Planet of the Apes,David Gerrold/John William Corrington/Joyce Hooper Corrington,3.66,eng,461,1973,"Science Fiction;Fiction;Apocalyptic,Post Apocalyptic;Media Tie In;Science Fiction Fantasy;Culture,Film",7.85198080897588E-05,0.0785198080897588
World War Z: An Oral History of the Zombie War,Max Brooks,4.01,eng,370331,2006,"Horror;Fiction;Horror,Zombies;Science Fiction;Fantasy;Apocalyptic,Post Apocalyptic;Science Fiction,Dystopia;Audiobook;Science Fiction,Apocalyptic;War",0.0805276096090845,80.5276096090845
The War of the Worlds,H.G. Wells/Arthur C. Clarke,3.82,eng,196425,2002,"Classics;Science Fiction;Fiction;Fantasy;Horror;Science Fiction Fantasy;Literature;Audiobook;Novels;Science Fiction,Aliens",0.0427019427236064,42.7019427236064
The Second World War: A Complete History,Martin  Gilbert,4.2,eng,919,2004,"History;Nonfiction;War,World War II;War;War,Military Fiction;Military,Military History;History,World History;Politics;Historical;Reference",0.00017813773635876,0.17813773635876
A Short History of World War II,James L. Stokesbury,3.95,eng,472,1980,"History;Nonfiction;War;War,Military Fiction;War,World War II;Military,Military History;Earth,The World",8.09123784193637E-05,0.0809123784193637
The Invisible Man,H.G. Wells,3.64,eng,333,2004,"Classics;Science Fiction;Fiction;Horror;Fantasy;Audiobook;Literature;Novels;Literature,19th Century;Science Fiction Fantasy",5.06789897089025E-05,0.0506789897089025
The Hound of the Baskervilles,Arthur Conan Doyle/Anne Perry/Sidney Paget,4.11,eng,191128,2001,"Classics;Mystery;Fiction;Mystery,Crime;Mystery,Detective;Thriller,Mystery Thriller;Thriller;Audiobook;Literature;European Literature,British Literature",0.0415498113567048,41.5498113567048
The Hound of the Baskervilles (Sherlock Holmes  #5),Arthur Conan Doyle/David Timson,4.11,eng,135,2005,"Classics;Mystery;Fiction;Mystery,Crime;Mystery,Detective;Thriller,Mystery Thriller;Thriller;Audiobook;Literature;European Literature,British Literature",7.6127237760154E-06,0.0076127237760154
Jamie's Italy,Jamie Oliver/David Loftus/Chris Terry,4.01,eng,7653,2006,"Food and Drink,Cookbooks;Food and Drink,Cooking;Food and Drink,Food;Nonfiction;Reference;Cultural,Italy;Food and Drink;Food and Drink,Culinary;European Literature,Italian Literature;Food and Drink,Cuisine",0.00164282579086412,1.64282579086412
Jamie's Dinners: The Essential Family Cookbook,Jamie Oliver/Marion Deuchars/David Loftus/Chris Terry,4.07,eng,4296,2004,"Food and Drink,Cookbooks;Food and Drink,Cooking;Food and Drink,Food;Nonfiction;Reference;Food and Drink;Food and Drink,Cuisine;Food and Drink,Culinary;Health;Food and Drink,Foodie",0.000912656827547446,0.912656827547446
The Lake of Souls (Cirque du Freak #10),Darren Shan,4.18,eng,18536,2006,"Fantasy;Young Adult;Horror;Paranormal,Vampires;Fiction;Fantasy,Paranormal;Fantasy,Supernatural;Adventure;Fantasy,Urban Fantasy;Childrens,Middle Grade",0.00400994787241771,4.00994787241771
Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,eng,41589,2001,"Young Adult;Realistic Fiction;Fiction;Childrens,Middle Grade;Academic,School;Childrens;Academic,Read For School;Contemporary;Young Adult,Coming Of Age;Classics",0.00902412276408865,9.02412276408865
Word Freak: Heartbreak  Triumph  Genius  and Obsession in the World of Competitive Scrabble Players,Stefan Fatsis,3.82,eng,4748,2002,"Nonfiction;Autobiography,Memoir;Sports and Games,Games;Humanities,Language;Sports,Sports;Biography;Writing,Journalism;History;Biography Memoir;Sociology",0.00101096971745485,1.01096971745485
Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,eng,26461,2003,"Fantasy;Young Adult;Horror;Paranormal,Vampires;Fiction;Fantasy,Paranormal;Fantasy,Supernatural;Adventure;Childrens,Middle Grade;Fantasy,Urban Fantasy",0.0057336860417012,5.7336860417012
Jesus Freaks: Stories of Those Who Stood for Jesus  the Ultimate Jesus Freaks (Jesus Freaks  #1),D.C. Talk/The Voice of the Martyrs,4.21,eng,19217,1999,"Christian;Nonfiction;Biography;Religion,Christianity;Religion;Christian,Christian Non Fiction;Religion,Faith;History;Christian,Christian Living;Religion,Theology",0.00415806972645961,4.15806972645961
Trials of Death (Cirque Du Freak  #5),Darren Shan,4.25,eng,24590,2008,"Fantasy;Young Adult;Horror;Paranormal,Vampires;Fiction;Fantasy,Paranormal;Fantasy,Supernatural;Adventure;Childrens,Middle Grade;Fantasy,Urban Fantasy",0.00532673157927477,5.32673157927477
Sister Freaks: Stories of Women Who Gave Up Everything for God,Rebecca St. James/Mary E. DeMuth/Tracey Lawrence/Elizabeth Jusino,4.12,en-US,492,2005,"Christian;Nonfiction;Christian,Christian Living;Religion,Faith;Biography;Christian,Christian Non Fiction;Short Stories;Spirituality;Biography Memoir;Religion,Christianity",8.52625062913724E-05,0.0852625062913724
Freaks of the Storm: From Flying Cows to Stealing Thunder: The World's Strangest True Weather Stories,Randy Cerveny,3.17,eng,139,2006,"Nonfiction;Science;Environment,Nature;History",8.48274935041716E-06,0.00848274935041716
Freak Show: Presenting Human Oddities for Amusement and Profit,Robert Bogdan,3.88,eng,210,1990,"History;Nonfiction;Disability;Academic;Race;North American Hi...,American History;Anthropology;Literature,20th Century;The United States Of America;Sociology",2.39257032960484E-05,0.0239257032960484
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.06,eng,591,2001,"Christian;Nonfiction;Christian,Christian Living;Religion,Christianity;Christian,Christian Non Fiction;Academic,School;Religion;Religion,Theology;Inspirational",0.000106795639257816,0.106795639257816
Category: Freaks  Vol. 1 (Category: Freaks  #1),Sakurako Gokurakuin/Lindsey Johnston,3.55,eng,112,2005,"Sequential Art,Manga;Horror;Sequential Art,Comics;Comics Manga;Sequential Art,Graphic Novels;Fantasy,Paranormal;Fiction;Mystery;Manga,Seinen;Sequential Art",2.61007672320528E-06,0.00261007672320528
Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,Kate Bornstein/Sara Quin,4.03,eng,1458,2006,"Nonfiction;LGBT,Queer;Health,Mental Health;LGBT;Self Help;Psychology;Gender;LGBT,Transgender;Health;Mental Health,Mental Illness",0.000295373682509397,0.295373682509397
Don't Get Too Comfortable: The Indignities of Coach Class  The Torments of Low Thread Count  The Never-Ending Quest for Artisanal Olive Oil  and Other First World Problems,David Rakoff,3.72,eng,8410,2006,"Nonfiction;Humor;Writing,Essays;Autobiography,Memoir;Audiobook;Humor,Comedy;Short Stories;Adult;Travel;Sociology",0.00180747813081966,1.80747813081966
I Hope They Serve Beer in Hell (Tucker Max  #1),Tucker Max,3.51,eng,49042,2006,"Nonfiction;Humor;Autobiography,Memoir;Humor,Comedy;Biography;Biography,Autobiography;Short Stories;Adult;Biography Memoir;Writing,Essays",0.0106451979155927,10.6451979155927
Holidays on Ice,David Sedaris,3.92,eng,3590,1998,"Humor;Nonfiction;Short Stories;Autobiography,Memoir;Writing,Essays;Holiday,Christmas;Audiobook;Humor,Comedy;Holiday;Biography",0.000759097313665535,0.759097313665535
The Long Walk: The True Story of a Trek to Freedom,Sławomir Rawicz,4.21,eng,11841,2006,"Nonfiction;History;Adventure;Biography;Autobiography,Memoir;Travel;Adventure,Survival;Cultural,Russia;War;Biography,Autobiography",0.00255374256726276,2.55374256726276
The Long Walk,Richard Bachman/Stephen King,4.11,eng,94303,1999,"Horror;Fiction;Science Fiction,Dystopia;Thriller;Science Fiction;Fantasy;Audiobook;Adult;Suspense;Novels",0.0204897547963422,20.4897547963422
The Devil in the White City: Murder  Magic and Madness at the Fair that Changed America,Erik Larson,3.99,eng,1278,2004,"Nonfiction;History;Crime,True Crime;Mystery,Crime;Historical;Mystery;Audiobook;North American Hi...,American History;Biography;Book Club",0.000256222531661318,0.256222531661318
The Devil in the White City Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,eng,283,2003,"Nonfiction;History;Crime,True Crime;Mystery,Crime;Historical;Mystery;Audiobook;North American Hi...,American History;Biography;Book Club",3.98036700288805E-05,0.0398036700288805
The Historian's Craft: Reflections on the Nature and Uses of History and the Techniques and Methods of Those Who Write It.,Marc Bloch/Peter Putnam/Joseph Reese Strayer,4.05,eng,977,1964,"History;Nonfiction;Philosophy;Philosophy,Theory;Academic,School;Language,Writing;Classics;Academic;Cultural,France;Academic,Grad School",0.000190753107187586,0.190753107187586
The Historian,Elizabeth Kostova/Paul Michael/Justine Eyre,3.78,eng,354,2005,"Fiction;Historical,Historical Fiction;Fantasy;Horror;Mystery;Paranormal,Vampires;Historical;Gothic;Fantasy,Paranormal;Thriller",5.52466239745117E-05,0.0552466239745117
See No Evil: The True Story of a Ground Soldier in the CIA's War on Terrorism,Robert B. Baer,3.93,eng,4040,2003,"Nonfiction;History;Politics;Spy Thriller,Espionage;Biography;War;Autobiography,Memoir;War,Military Fiction;War,Terrorism;North American Hi...,American History",0.000856975190785733,0.856975190785733
In a Dry Season (Inspector Banks  #10),Peter Robinson,4.13,eng,6193,2000,"Mystery;Mystery,Crime;Fiction;European Literature,British Literature;Thriller;Mystery,Detective;Thriller,Mystery Thriller;Historical,Historical Fiction;Cultural,Canada;Banking,Banks",0.00132526645620748,1.32526645620748
In Focus: National Geographic Greatest Portraits,Leah Bendavid-Val/National Geographic Society,4.24,eng,819,2004,"Art,Photography;Art;Nonfiction;Reference;History;Art and Photography",0.000156387096998716,0.156387096998716
Portrait in Death (In Death  #16),J.D. Robb,4.39,en-US,142,2005,"Mystery;Romance;Mystery,Crime;Fiction;Romance,Romantic Suspense;Futuristic;Suspense;Science Fiction;Thriller;Thriller,Mystery Thriller",9.13526853121847E-06,0.00913526853121847
The Picture of Dorian Gray,Oscar Wilde/Donald L. Lawler,4.08,eng,171,1988,"Classics;Fiction;Horror;Fantasy;Gothic;Literature;Novels;Literature,19th Century;LGBT;Classics,Classic Literature",1.54429539456312E-05,0.0154429539456312
The Picture of Dorian Gray,Oscar Wilde/Michael Gillespie,4.08,en-US,663,2006,"Classics;Fiction;Horror;Fantasy;Gothic;Literature;Novels;Literature,19th Century;LGBT;Classics,Classic Literature",0.000122456099597048,0.122456099597048
The Picture of Dorian Gray,Oscar Wilde/Joseph Bristow,4.08,eng,1089,2006,"Classics;Fiction;Horror;Fantasy;Gothic;Literature;Novels;Literature,19th Century;LGBT;Classics,Classic Literature",0.000215113823270835,0.215113823270835
Technical Manual and Dictionary of Classical Ballet,Gail Grant,4.38,eng,393,1982,Reference;Nonfiction,6.37293733249289E-05,0.0637293733249289
The Ballet Companion: A Dancer's Guide to the Technique  Traditions  and Joys of Ballet,Eliza Gaynor Minden,4.35,eng,524,2005,"Nonfiction;Reference;Sports,Fitness;Art",9.22227108865865E-05,0.0922227108865865
NYC Ballet Workout,Peter Martins/Paul Kolnik/Richard Corman/Howard  Kaplan,4.01,eng,238,1997,"Sports,Fitness;Nonfiction;Health;Reference;Anthologies,Collections;Sports,Sports;Self Help",3.00158823168607E-05,0.0300158823168607
Lara's Leap of Faith (The Royal Ballet School Diaries  #2),Alexandra Moss/Veronica Bennett,4.07,eng,155,2005,"Childrens,Middle Grade;Childrens;Contemporary;School Stories,Boarding School",1.19628516480242E-05,0.0119628516480242
Isabelle's Perfect Performance (The Royal Ballet School Diaries  #3),Alexandra Moss,4.06,eng,130,2005,"Childrens;Childrens,Middle Grade;Contemporary;School Stories,Boarding School",6.5251918080132E-06,0.0065251918080132
101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4,en-US,203,1975,Nonfiction;Reference;Art;Music;Literature,2.24031585408453E-05,0.0224031585408453
The Books in My Life,Henry Miller,3.81,eng,709,1969,"Nonfiction;Writing,Books About Books;Biography;Autobiography,Memoir;Literature;Language,Writing;Writing,Essays;Literature,American;The United States Of America;Criticism,Literary Criticism",0.000132461393702668,0.132461393702668
The Smoke Jumper,Nicholas Evans,4.06,eng,28769,2002,"Fiction;Romance;Contemporary;Drama;Womens Fiction,Chick Lit;Adult Fiction;Adventure;Romance,Contemporary Romance;Roman;Love",0.00623569079813101,6.23569079813101
La casa de los espíritus,Isabel Allende,4.23,spa,198,2000,"Fiction;Magical Realism;Historical,Historical Fiction;Classics;Fantasy;European Literature,Spanish Literature;Historical;Novels;Literature;Cultural,Latin American",2.13156265728431E-05,0.0213156265728431
Last Chance Saloon,Marian Keyes,3.81,en-US,35784,2003,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Cultural,Ireland;Romance,Contemporary Romance;Womens Fiction;European Literature,Irish Literature;Adult",0.0077614981492381,7.7614981492381
Anybody Out There? (Walsh Family  #4),Marian Keyes,3.92,eng,348,2006,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Cultural,Ireland;Adult;Romance,Contemporary Romance;European Literature,Irish Literature;Humor;Adult Fiction",5.39415856129091E-05,0.0539415856129091
Watermelon (Walsh Family  #1),Marian Keyes,3.78,eng,65441,2005,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Cultural,Ireland;Humor;Romance,Contemporary Romance;Adult;European Literature,Irish Literature;Family",0.0142120852642463,14.2120852642463
Rachel's Holiday (Walsh Family  #2),Marian Keyes,3.95,eng,55525,2007,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Cultural,Ireland;Audiobook;European Literature,Irish Literature;Humor;Romance,Contemporary Romance;Adult",0.0120552918653044,12.0552918653044
Lucy Sullivan Is Getting Married,Marian Keyes,3.77,en-US,43077,2007,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Romance,Contemporary Romance;Cultural,Ireland;Adult;European Literature,Irish Literature;Womens Fiction",0.00934777227776611,9.34777227776611
Essays and Stories by Marian Keyes: Bags  Trips  Make-up Tips  Charity  Glory  and the Darker Side of the Story,Marian Keyes,3.82,eng,1625,2005,"Womens Fiction,Chick Lit;Nonfiction;Writing,Essays;Humor;Short Stories;Autobiography,Memoir;Cultural,Ireland;Romance;European Literature,Irish Literature;Humor,Comedy",0.000331697250240671,0.331697250240671
No Dress Rehearsal,Marian Keyes,3.29,eng,780,2000,"Womens Fiction,Chick Lit;Fiction;Short Stories;Novella;Romance;Fantasy,Paranormal;European Literature,Irish Literature",0.000147904347648299,0.147904347648299
Fullmetal Alchemist  Vol. 10,Hiromu Arakawa/Akira Watanabe,4.6,eng,8989,2006,"Sequential Art,Manga;Fantasy;Sequential Art,Comics;Sequential Art,Graphic Novels;Fiction;Science Fiction;Young Adult;Manga,Shonen;Science Fiction,Steampunk;Adventure",0.00193341433271431,1.93341433271431
Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5),Hiromu Arakawa/Akira Watanabe,4.56,eng,12885,2006,"Sequential Art,Manga;Fantasy;Sequential Art,Graphic Novels;Sequential Art,Comics;Fiction;Science Fiction;Science Fiction,Steampunk;Young Adult;Manga,Shonen;Adventure",0.00278081924218162,2.78081924218162
The House of the Spirits,Isabel Allende/Magda Botin,4.23,eng,1021,1986,"Fiction;Magical Realism;Historical,Historical Fiction;Classics;Fantasy;European Literature,Spanish Literature;Historical;Novels;Literature;Cultural,Latin American",0.000200323388506005,0.200323388506005
The House of the Spirits,Isabel Allende/Madga Bogin/Christopher Hitchens,4.23,eng,270,2005,"Fiction;Magical Realism;Historical,Historical Fiction;Classics;Fantasy;European Literature,Spanish Literature;Historical;Novels;Literature;Cultural,Latin American",3.69760869120748E-05,0.0369760869120748
Palestine: Peace Not Apartheid,Jimmy Carter,3.82,eng,2864,2006,"Politics;Nonfiction;History;Politics,Political Science;Cultural,Israel;War;Religion;History,World History;Audiobook;Religion,Islam",0.000601187671911616,0.601187671911616
Our Endangered Values: America's Moral Crisis,Jimmy Carter,3.88,eng,3193,2006,"Nonfiction;Politics;Religion;History;Philosophy;Politics,Presidents;Biography;Spirituality;Sociology;Audiobook",0.000672747275406161,0.672747275406161
An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.91,eng,1935,2001,"Biography;Nonfiction;Autobiography,Memoir;History;Politics,Presidents;Politics;Biography,Autobiography;Biography Memoir;North American Hi...,American History;American,Southern",0.000399124232256807,0.399124232256807
The Virtues of Aging,Jimmy Carter,3.55,eng,221,1998,"Nonfiction;Biography;Politics;Autobiography,Memoir;Politics,Presidents;Biography Memoir;Inspirational;Sociology;Health",2.63182736256532E-05,0.0263182736256532
Living Faith,Jimmy Carter,3.8,eng,481,1998,"Nonfiction;Biography;Christian;Religion;Politics,Presidents;Autobiography,Memoir;Politics;Religion,Faith;Spirituality;Biography Memoir",8.28699359617676E-05,0.0828699359617676
Sharing Good Times,Jimmy Carter,3.47,eng,238,2005,"Nonfiction;Autobiography,Memoir;Biography;Politics,Presidents;History;Biography,Autobiography;Politics;Biography Memoir;Nature,Outdoors;Christian",3.00158823168607E-05,0.0300158823168607
Until I Find You,John Irving,3.63,eng,22547,2006,"Fiction;Contemporary;Literature;Novels;Literary Fiction;Young Adult,Coming Of Age;Literature,American;The United States Of America;Drama;Unfinished",0.00488236601714907,4.88236601714907
Atlas Shrugged,Ayn Rand,3.69,eng,941,2005,"Fiction;Classics;Philosophy;Politics;Literature;Science Fiction;Novels;Science Fiction,Dystopia;Economics;Business",0.00018292287701797,0.18292287701797
Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,eng,340,2004,"Fiction;Classics;Philosophy;Politics;Literature;Science Fiction;Novels;Science Fiction,Dystopia;Economics;Business",5.22015344641056E-05,0.0522015344641056
Atlas Shrugged,Ayn Rand,3.69,eng,912,1992,"Fiction;Classics;Philosophy;Politics;Literature;Science Fiction;Novels;Science Fiction,Dystopia;Economics;Business",0.000176615191603557,0.176615191603557
Skinny Legs and All,Tom Robbins,4.04,eng,35517,2002,"Fiction;Humor;Literature;Novels;Magical Realism;Fantasy;Contemporary;Literature,American;Humor,Comedy;Literary Fiction",0.00770342394214678,7.70342394214678
Fannie Flagg's Original Whistle Stop Cafe Cookbook,Fannie Flagg,4.19,eng,911,1995,"Food and Drink,Cookbooks;Nonfiction;Food and Drink,Cooking;Reference;Food and Drink,Food;American,Southern;Food and Drink",0.000176397685209957,0.176397685209957
Free Play: Improvisation in Life and Art,Stephen Nachmanovitch,4.14,eng,1675,1991,"Art;Music;Nonfiction;Psychology;Language,Writing;Philosophy;Self Help;Plays;Education;Self Help,Personal Development",0.000342572569920693,0.342572569920693
The Sari Shop,Rupa Bajwa,3.44,eng,1858,2005,"Cultural,India;Fiction;Asian Literature,Indian Literature;Literary Fiction;Cultural,Asia;Historical,Historical Fiction;Contemporary;Drama;Adult;Literature",0.000382376239949573,0.382376239949573
Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng,603675,2003,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Adult Fiction;Romance,Contemporary Romance;Humor,Comedy;Young Adult",0.131281421517386,131.281421517386
Shopaholic and Sister (Shopaholic  #4),Sophie Kinsella,3.66,eng,76205,2006,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Humor,Comedy;Adult Fiction;Romance,Contemporary Romance;European Literature,British Literature",0.0165533240849615,16.5533240849615
Shopaholic Takes Manhattan (Shopaholic  #2),Sophie Kinsella,3.76,eng,100796,2004,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Adult Fiction;Humor,Comedy;Romance,Contemporary Romance;European Literature,British Literature",0.0219020238099899,21.9020238099899
Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.78,eng,94917,2004,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Adult Fiction;Humor,Comedy;European Literature,British Literature;Romance,Contemporary Romance",0.0206233037220129,20.6233037220129
Shopaholic & Baby (Shopaholic  #5),Sophie Kinsella,3.79,eng,110706,2007,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Humor,Comedy;Adult Fiction;Romance,Contemporary Romance;European Literature,British Literature",0.0240575121705703,24.0575121705703
The Secret Dreamworld of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.64,eng,2214,2000,"Womens Fiction,Chick Lit;Fiction;Romance;Contemporary;Humor;Adult;Adult Fiction;Romance,Contemporary Romance;Humor,Comedy;Young Adult",0.00045980851607133,0.45980851607133
The Story of Chicago May,Nuala O'Faolain,3.24,en-US,344,2005,"Nonfiction;Biography;History;Cultural,Ireland;Crime,True Crime;European Literature,Irish Literature;Audiobook;Mystery,Crime;Sex Work,Prostitution;Literature,21st Century",5.30715600385073E-05,0.0530715600385073
The Basic Works of Aristotle,Aristotle/Richard Peter McKeon/C.D.C. Reeve,4.24,eng,2174,2009,"Philosophy;Classics;Nonfiction;History;Reference;Academic,School;Politics;Science;Literature,Ancient;Anthologies,Collections",0.000451108260327312,0.451108260327312
Fear and Trembling and The Sickness Unto Death,Søren Kierkegaard/Walter Lowrie,4.1,eng,519,1968,"Philosophy;Nonfiction;Religion;Religion,Theology;Religion,Christianity;Classics;Literature,19th Century;Psychology;Spirituality;Unfinished",9.11351789185843E-05,0.0911351789185843
The Complete Collected Poems,Maya Angelou,4.42,eng,7983,1994,"Poetry;Classics;Feminism;Nonfiction;Cultural,African American;Race;Womens;Literature;Literature,American;Inspirational",0.00171460290075227,1.71460290075227
